nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
SALVADOR RODAS,salvador-rodas,2004-11-10T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SALVADOR RODAS,salvador-rodas,2009-09-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SALVADOR SERVICOS ON LINE,salvador-servicos-on-line,2010-07-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SALVADOR/BA-GONTRAN GUIMARAES NETTO-UNIDADE A-N 11,salvadorba-gontran-guimaraes-netto-unidade-a-n-11,1995-03-31T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SAN MARINO MOTOPARTS,san-marino-motoparts,2010-10-13T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANCAL ELETRONICA E INFORMATICA,sancal-eletronica-e-informatica,1998-08-25T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANDER LOCACOES CONSTRUCOES E SERVICOS,sander-locacoes-construcoes-e-servicos,2012-04-26T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANDRA CORTINAS,sandra-cortinas,2011-01-18T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANDUCA SORVETERIA,sanduca-sorveteria,1992-10-23T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANEANDO - PROJETOS E CONSULTORIA,saneando-projetos-e-consultoria,2010-12-17T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANEL,sanel,1986-03-25T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANFER SERRALHERIA,sanfer-serralheria,1998-10-26T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANT ANA ADVOCACIA E CONSULTORIA,sant-ana-advocacia-e-consultoria,2006-01-31T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANT'ANA S/A DROGARIA FARMACIAS,santana-sa-drogaria-farmacias,2011-08-01T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANTA BELEZA,santa-beleza,2007-12-10T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANTANA COMUNICACAO / IMPRESSOES,santana-comunicacao-impressoes,2010-12-29T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SANTANA TINTAS,santana-tintas,2010-12-27T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SAO RAFAEL VASCULAR,sao-rafael-vascular,2011-07-07T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SAPATOS,sapatos,1999-10-13T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SAUDE CRIANCA,saude-crianca,2005-08-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SAUDE VILLA,saude-villa,1996-10-25T02:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SAVE N'TRAVEL,save-ntravel,2009-08-28T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SBC - CAPITULO BAIANO,sbc-capitulo-baiano,1999-07-09T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SBM - REGIONAL BAHIA,sbm-regional-bahia,2001-08-23T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SBML MEDICOS ASSOCIADOS,sbml-medicos-associados,2011-02-09T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SC BASTOS SERVICOS MEDICOS,sc-bastos-servicos-medicos,2008-01-18T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SCALA STANDS,scala-stands,2012-03-01T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SCAPE SHOW - COMERCIO E SERVICOS,scape-show-comercio-e-servicos,1998-02-05T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SCF CONSTRUCOES E CONSULTORIA,scf-construcoes-e-consultoria,2004-02-11T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SCHLEU FISIO & TERAPIAS,schleu-fisio-terapias,2009-05-25T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SCPORT ENGENHARIA LTDA,scport-engenharia-ltda,1991-09-04T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SDESJEC,sdesjec,2001-08-21T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEC. DE POLITICAS PARA AS MULHERES- SPM/BAHIA,sec-de-politicas-para-as-mulheres-spmbahia,2011-05-05T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SECRETARIA MUNICIPAL DA SAUDE,secretaria-municipal-da-saude,1982-12-09T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SECRETARIA MUNICIPAL DE GESTAO,secretaria-municipal-de-gestao,1982-12-09T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SECTOR,sector,2011-01-17T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEDUCAO PRONTA ENTREGA,seducao-pronta-entrega,2007-08-06T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEG ELETRONIC BAHIA,seg-eletronic-bahia,2004-10-11T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEGAJUR,segajur,2000-12-04T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEGURANCA CORRETORA DE SEGUROS,seguranca-corretora-de-seguros,1978-04-14T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEGURITY EMPRESARIAL,segurity-empresarial,2007-10-23T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEL,sel,1988-11-16T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SELECT LIFE CONSULTORIA E CORRETAGEM DE SEGUROS.,select-life-consultoria-e-corretagem-de-seguros,1997-05-26T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SELFSHOP,selfshop,2003-10-30T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SELFSHOP,selfshop,2010-03-03T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SELMA ARMARINHO,selma-armarinho,2009-03-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SELVA DOS ANIMAIS,selva-dos-animais,2010-08-20T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEMPRE BELA,sempre-bela,2012-05-10T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SEMPRETECH,sempretech,2006-04-06T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SENNA REPRESENTACOES,senna-representacoes,2005-08-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SENNY DIST. DE COLCHOES MAGNETICOS INFRA VERMELHO LONGO,senny-dist-de-colchoes-magneticos-infra-vermelho-longo,2004-08-18T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERGIO S SERVICOS,sergio-s-servicos,2009-08-21T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERQUEL COMERCIO E SERVICOS,serquel-comercio-e-servicos,2000-06-06T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERV LAVE,serv-lave,1999-03-12T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVE JATOS,serve-jatos,2001-12-06T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVEL,servel,1992-05-29T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVENTEC,serventec,1986-12-19T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVICE - SERVICOS DE INFORMATICA LTDA,service-servicos-de-informatica-ltda,2003-07-17T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVICOR,servicor,2006-12-21T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVICOS EM ODONTOLOGIA E PERIODONTIA ESPECIALIZADA,servicos-em-odontologia-e-periodontia-especializada,2007-09-12T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVIMED,servimed,1993-01-25T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVIP NUCLEO VIRTUAL DE SERVICOS,servip-nucleo-virtual-de-servicos,1999-09-28T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVIR,servir,2003-09-12T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SERVMIX,servmix,2007-09-17T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SESC PARQUE INFANTIL NAZARE,sesc-parque-infantil-nazare,2000-01-17T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SESI,sesi,2000-05-03T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SESMA ENGENHARIA,sesma-engenharia,1991-06-05T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHEKYNAH ATACADISTA E DISTRIBUIDORA,shekynah-atacadista-e-distribuidora,2004-09-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHOCK SUSPENSOES,shock-suspensoes,2007-01-30T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHOEMAKERS SHOP,shoemakers-shop,2008-09-10T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHOPPING AMAZONIA,shopping-amazonia,1992-07-22T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHOPPING CAR,shopping-car,1990-09-05T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHOPPING DOS COSMETICOS,shopping-dos-cosmeticos,1999-07-14T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHOPPING PASEO ITAIGARA,shopping-paseo-itaigara,2008-10-16T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SHOWFEST,showfest,2010-04-05T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIAO CHAVEIRO MUL SERVICE,siao-chaveiro-mul-service,2005-08-25T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIENA RESIDENCE,siena-residence,2009-08-25T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIGMA,sigma,2002-04-18T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIGRAF,sigraf,2009-04-30T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SILVA GOMES,silva-gomes,2005-05-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SILVANA DIAS BATISTA,silvana-dias-batista,2002-12-06T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SILVANEY ARTESANATOS,silvaney-artesanatos,1999-04-09T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIMCOLBA,simcolba,1992-01-23T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIMPLES CAFE,simples-cafe,2000-10-18T02:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINAL COMUNICACAO VISUAL,sinal-comunicacao-visual,2008-09-02T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINCAFE,sincafe,1997-09-26T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIND. NAC. DOS MARINHEIROS MOCOS EM TRANSP. MARITIMOS,sind-nac-dos-marinheiros-mocos-em-transp-maritimos,1995-05-05T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDAUTO,sindauto,1996-09-18T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDICAM-BA,sindicam-ba,1991-05-17T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDICAR,sindicar,1997-01-28T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDILIMP BA,sindilimp-ba,1989-12-19T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDIMAGEM-BA,sindimagem-ba,2006-08-24T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDINAVE,sindinave,1986-12-16T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDITEXTIL BA,sinditextil-ba,1982-09-17T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINDNUT BAHIA,sindnut-bahia,2009-02-13T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINFITO BA,sinfito-ba,1989-08-29T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINSPEB,sinspeb,1987-06-18T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINTRACOM,sintracom,1970-10-05T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINTRAL,sintral,1989-06-05T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SINTSEF BA,sintsef-ba,1989-12-05T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SIQUEIRA REPRESENTACOES,siqueira-representacoes,1997-08-19T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SISTEM MATERIAIS DE CONSTRUCAO,sistem-materiais-de-construcao,1986-01-03T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SITCOM NETWORKS,sitcom-networks,2000-05-11T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SITE DA MODA,site-da-moda,2008-08-12T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SKAR RISCOS E MOSSAS,skar-riscos-e-mossas,2001-06-08T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SKINA DOS FRIOS,skina-dos-frios,2011-12-20T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SKINA FITNESS,skina-fitness,2011-12-09T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SKYMASTER AIRLINES,skymaster-airlines,2001-08-29T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SLA,sla,1991-08-28T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SMEC,smec,2005-04-04T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SMG GRAFICA,smg-grafica,2002-01-24T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SMVBA,smvba,1988-04-22T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SNIPER ARMAS E MUNICOES,sniper-armas-e-municoes,1998-03-04T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SO DELICIAS,so-delicias,2007-09-06T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SO MODAS,so-modas,1998-03-10T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SO PORTUGUES E AFINS,so-portugues-e-afins,2008-06-30T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOCIALIZE,socialize,2011-05-09T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOCIEDADE BEN E DE DEF DO S M DO B DA FED E ADJACENCIAS,sociedade-ben-e-de-def-do-s-m-do-b-da-fed-e-adjacencias,1986-11-18T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOCYAL PONTO COM CORRETORA E CONSULTORIA DE SEGUROS,socyal-ponto-com-corretora-e-consultoria-de-seguros,2001-12-17T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SODRE MERCADO,sodre-mercado,1999-03-19T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOFIA & LUNA,sofia-luna,2008-11-28T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOFT CONVENINENCIAS,soft-conveninencias,1993-11-09T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOFTWORK,softwork,1995-03-30T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOGIN,sogin,1990-09-24T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOL E SAL,sol-e-sal,2004-10-06T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLAR MATATU,solar-matatu,2002-11-11T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLARIUM ENVIDRACAMENTO,solarium-envidracamento,2014-05-28T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLLIND ASSESSORIA,sollind-assessoria,2009-11-06T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLUCAO LOGISTICA,solucao-logistica,1984-06-08T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLUCAO SYSTEM,solucao-system,1997-09-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLUCIONAR CLIMATIZACAO,solucionar-climatizacao,2009-07-30T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLUTIA,solutia,2005-08-09T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLUTION TRANSPORTES,solution-transportes,2011-04-01T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLUTIONS DESIGN&EDITORACAO,solutions-designeditoracao,2008-11-10T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOLVER PROPAGANDA,solver-propaganda,2008-09-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOMA CONSULTORIA EMPRESARIAL,soma-consultoria-empresarial,2008-08-04T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOMTIMOMADES,somtimomades,1995-05-25T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SONECA COLCHOES,soneca-colchoes,1991-12-23T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOOFFSET,sooffset,1974-11-06T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SORELLA EVENTOS,sorella-eventos,2006-06-29T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SORTE PRODUCOES,sorte-producoes,2009-07-09T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SORVETERIA CAIQUE,sorveteria-caique,2012-03-26T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SORVETERIA SANTANA,sorveteria-santana,1982-08-12T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOS ESQUADRIAS DE ALUMINIO,sos-esquadrias-de-aluminio,2011-01-28T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOS FERRAMENTAS,sos-ferramentas,2003-04-29T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOS NAUTICA,sos-nautica,2008-07-28T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOTECH PAGAMENTOS ELETRONICOS,sotech-pagamentos-eletronicos,2007-06-05T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOUND CAR,sound-car,2007-06-04T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOUTO & SOUTO CONTABILIDADE E INTELIGENCIA EMPRESARIAL,souto-souto-contabilidade-e-inteligencia-empresarial,1988-10-06T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOUTO&SOUZA,soutosouza,2010-07-06T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOUZA & FILHOS,souza-filhos,2005-03-08T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOUZA CRUZ TRANSPORTE E LOGISTICA,souza-cruz-transporte-e-logistica,2002-04-03T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOUZA ENTREGAS RAPIDAS,souza-entregas-rapidas,1997-08-06T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SOUZA GAS,souza-gas,2009-12-23T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SPA URBANO,spa-urbano,2009-03-13T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SPE LITORAL NORTE EMPREENDIMENTOS LTDA.,spe-litoral-norte-empreendimentos-ltda,2010-08-06T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SPEED BOX TRANSPORTADORA,speed-box-transportadora,2010-06-07T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SPETEC,spetec,2012-06-01T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SPOLETO,spoleto,2010-08-25T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SS COMERCIO DE CALCADOS E VESTUARIO,ss-comercio-de-calcados-e-vestuario,2004-09-10T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SS ELETRICA,ss-eletrica,2011-11-07T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SSA ACESSORIOS PARA AUTOS,ssa-acessorios-para-autos,2005-11-04T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SSA CARGAS,ssa-cargas,2004-03-24T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STALO,stalo,1986-09-09T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STAMP NET,stamp-net,2005-05-18T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STAR BALANCAS,star-balancas,2008-11-26T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STAR TRANSPORTE E SERVICOS,star-transporte-e-servicos,2011-12-22T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STARPLAST,starplast,2003-09-29T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STAZIONE,stazione,2008-07-15T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STC,stc,2009-05-29T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STEEL LINE,steel-line,1995-07-04T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STEPHANIE TECNOLOGIA DA INFORMACAO,stephanie-tecnologia-da-informacao,2009-08-17T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STILLO LOCADORA DE VEICULOS,stillo-locadora-de-veiculos,2006-01-26T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STILO 5,stilo-5,1986-03-18T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STO PROJETOS E CONSULTORIA,sto-projetos-e-consultoria,2012-01-05T02:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STOP PARK,stop-park,2010-07-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STOPKAR,stopkar,1993-10-29T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STRATUS SERVICOS,stratus-servicos,2006-01-25T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STRIX EDUCACAO,strix-educacao,2007-09-18T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STRONGER,stronger,2001-01-23T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STRRET POINT,strret-point,2004-05-28T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STUDIO 6 PRODUCAO E IMAGENS,studio-6-producao-e-imagens,2009-09-10T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STUDIO DE BELEZA,studio-de-beleza,2011-09-15T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STUDIO E-PUBLICIDADE,studio-e-publicidade,2010-05-26T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STUDIO LUSTRES,studio-lustres,2004-04-01T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
STYLUS CONFECCOES,stylus-confeccoes,2000-08-08T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUAREZ MATERIAIS DE CONSTRUCAO,suarez-materiais-de-construcao,2007-07-24T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUB-ZERO - PELO,sub-zero-pelo,1999-02-03T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUCATA PE DE POEIRA,sucata-pe-de-poeira,2005-01-24T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUCOP,sucop,2008-12-30T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUEDAO MATERIAIS DE CONSTRUCAO,suedao-materiais-de-construcao,1998-06-18T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUISA,suisa,1970-05-12T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUL COMERCIO DE PARAFUSO E FERRAMENTA,sul-comercio-de-parafuso-e-ferramenta,1997-10-30T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SULLA MELO,sulla-melo,2011-10-21T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
SUPER LACERDA,super-lacerda,2003-07-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
