nome_fantasia,data_inicio_atividades,cnae_fiscal,cep,municipio,porte
PONTO DA CANA,20101020,5612100,44640000,3827,1
PONTO DA CONSTRUCAO,19910904,4744005,44160000,3921,1
PONTO DA MARI MERCEARIA,20111126,4712100,48030240,3313,1
PONTO DA MODA,20070604,4755502,48908230,3669,1
PONTO DA MODA,20060627,4781400,47990000,3521,1
PONTO DAS RACOES,20091007,4712100,47200000,3821,1
PONTO DE LUZ,20041026,8211300,44340000,3747,1
PONTO DE LUZ SOUZA,20070704,4712100,44345000,3267,1
PONTO DE VISTA MODAS,19900727,4781400,45000565,3965,1
PONTO DIGITAL,20061020,4751201,42701450,3685,1
PONTO DO COCO,20080530,4721103,42700130,3685,1
PONTO DO IRMAO TEM DE TUDO,20110603,4744099,42850000,3087,1
PONTO DOS OCULOS,20090112,4774100,45000375,3965,1
PONTO DOS RELOGIOS,20100701,4783102,40070045,3849,1
PONTO E CLASSE,20010323,9602501,40060330,3849,1
PONTO FRIO REFRIGERACAO,20070420,4753900,45816000,3807,1
PONTO OLIVEIRA,20120314,4781400,46470000,3829,1
PONTOTEC,20031127,4753900,41150000,3849,1
PONTUAL CONTABILIDADE,20000516,6920601,45820140,3117,1
PONTUAL DATA PATRIMONIAL,20080116,6810202,42702400,3685,1
PONTUAL LABORATORIO,20110819,4649499,44090608,3515,3
PONTUAL SERVICOS,20060426,7732201,47850000,1112,3
PONTUAL TEXTIL,19980113,1413402,46430000,3533,1
POP SHOES,19921002,4782201,40421520,3849,1
POP STAR GRILL,19961128,5611203,45990616,3993,1
POPPOZUDA SHOW DE ALEGRIA,20111101,9001901,42700130,3685,1
POR DO SOL EMPREENDIMENTOS,19961107,210101,45980000,3811,1
PORCADAO,20030211,4789099,45105000,3965,3
POROTO - SERVICOS CULTURAIS,20120329,8592999,40425240,3849,1
PORTA DO SOL RESTAURANTE ORIENTAL,19941116,5611201,47800030,3363,1
PORTAL COSMETICOS,20010626,4772500,44900000,3593,1
PORTAL DA BAHIA,20000228,7732201,46350000,3951,1
PORTAL DA CIDADE,20060724,5811500,44250000,3477,1
PORTAL DA CONSTRUCAO E SERVICOS,20110124,4744099,48370000,3511,1
PORTAL DA SORTE II,20020814,8299706,46820000,3265,1
PORTAL DAS BEBIDAS,20081219,4635403,45200565,3661,1
PORTAL DECORACOES,20060420,4759801,41810000,3849,1
PORTAL REPRESENTACOES E CONSULTORIA,20070423,7020400,45000320,3965,1
PORTAL SEG CORRETORA DE SEGUROS,20081030,6622300,45000580,3965,1
PORTAL WANET,20060306,6190601,48907150,3669,1
PORTALMIX ALIANCA,20100921,4772500,45400000,3957,1
PORTALSAT,20061018,6209100,45000525,3965,3
PORTALSAT,20110726,6190601,46430000,3533,3
PORTAO 7,19990721,5611203,45810000,3807,1
PORTAO CHAVES E FOGOES,20080718,4757100,42713480,3685,1
PORTEIRA AGRICOLA,20090423,4789099,45360000,3711,1
PORTELA SERVICOS E DISTRIBUCAO,20120424,4723700,45065440,3965,1
PORTHAL,19980602,7020400,41900325,3849,1
PORTINOX AMBIENTES,19901207,4754701,42700130,3685,5
PORTO & ALMEIDA MATERIAIS PARA CONSTRUCAO,20120126,4724500,45190000,3801,1
PORTO CAYMMI LOUNGE E BAR,20090526,5611204,41940426,3849,1
PORTO CONFECCOES,20010524,4781400,45836000,3613,3
PORTO DAS ANCORAS PRAIA HOTEL,20030516,5510801,45810000,3807,3
PORTO DO REAL,20040416,4755502,45810000,3807,3
PORTO FINO EMPREENDIMENTOS,20050607,7830200,43700000,3913,5
PORTO MOTOS,20010712,4541206,45820331,3117,1
PORTO NATIVO TURISMO & AVENTURA,20060613,7911200,45810000,3807,1
PORTO OLIVEIRA EQUIPAMENTOS DE SOM,19990105,4757100,44088110,3515,1
PORTO SEGURO SISTEMA E PLANEJAMENTO EDUCACIONAL,20110805,8599699,45810000,3807,1
PORTO SEGURO TRANSPORTE,20070504,4930203,45928000,3761,1
PORTO SEGURO VIDEO CIRURGIA,20100602,8610102,45810000,3807,3
PORTO TROPICAL,20041201,4110700,45400000,3957,5
PORTOCON,20080122,4619200,42700130,3685,1
PORTOGRAF,20100311,1822999,45810000,3807,1
PORTOKALY,20071003,4649408,45810000,3807,1
PORTOSHOP,20020115,4723700,45810000,3807,1
PORTOVEL,19930326,4511103,45836000,3613,5
PORTOVEL,19961011,4511103,45810000,3807,5
PORTTAL VEICULOS,20040906,4520002,45065230,3965,1
PORTUGAL GERADORES,20100219,7732201,42821658,3413,1
PORTUGAL PRE-MOLDADOS,20040803,2330302,44010635,3515,1
PORTUGAL TINTAS,20110517,4741500,43815450,3429,1
POSITIVE NET,20100527,6190601,48108000,3259,1
POSSANTE TRANSPORTE,19890804,4530703,45400000,3957,5
POSTES CEPRAL,20091023,8219999,45020765,3965,5
POSTO 5 IRMAOS,20060621,4731800,48660000,3453,1
POSTO 95,20080721,4731800,47850000,1112,1
POSTO ADRIELE,20020618,4520005,44005000,3515,5
POSTO ALEGRE,20080514,4731800,46200000,3473,3
POSTO ALIANCA,19941124,4731800,47300000,3443,1
POSTO ALPHAVILLE,19970704,4731800,41730101,3849,5
POSTO ALTO BOA VISTA,20100202,4731800,48130000,3343,5
POSTO ANEL VIARIO,20011008,4731800,45023490,3965,5
POSTO ANGARY,19860509,4731800,48905350,3669,5
POSTO ATALAIA,19790419,4731800,44430090,3873,5
POSTO ATALAIA,19980121,4731800,45601560,3597,5
POSTO ATLANTIC,19720519,4784900,46100000,3391,1
POSTO ATRATIVO,20100621,4731800,48480000,3491,5
POSTO AVENIDA,20111116,4731800,44895000,3075,1
POSTO BAHIA,20100928,4731800,46640000,3645,3
POSTO BARRETO,20040511,4731800,45450000,3523,3
POSTO BRASIL 04,20000517,4731800,48790000,3937,5
POSTO BRASILIA,20071220,4731800,47970000,3825,3
POSTO BRASINHA,19720802,4731800,44001775,3515,5
POSTO CARAVELAS,19761008,4731800,44255000,3591,3
POSTO CARVALHO,20040528,4731800,44640000,3827,1
POSTO CD,20030115,4731800,44700000,3651,5
POSTO CD,19840918,4930203,44700000,3651,5
POSTO CENTRO ADMINISTRATIVO,19830217,4731800,41630350,3849,1
POSTO CIDADE,19990319,4731800,45820130,3117,3
POSTO CIDADE,20110527,4731800,48900990,3669,5
POSTO CONCEICAO,19980827,4731800,44320000,3463,1
POSTO CONTORNO,20040609,4731800,48970000,3901,5
POSTO CONTORNO,20120306,4731800,44076822,3515,5
POSTO COOLEITE,19890808,4731800,45700000,3629,5
POSTO COPACABANA,20010405,4731800,46300000,3399,3
POSTO COROA,20111124,4731800,44470000,3963,5
POSTO CRUZ DAS ALMAS,20011205,4731800,44380000,3495,5
POSTO DE ABASTECIMENTO VITORIA,20100915,4731800,48490000,3575,1
POSTO DE ABASTECIMENTO XIQUE-XIQUE,20081113,4731800,47400000,3971,1
POSTO DE COMBUSTIVEIS LIDER,20010622,4731800,44245000,3469,1
POSTO DE COMBUSTIVEIS LTDA,19961017,4731800,46960000,3687,1
POSTO DE LAVAGEM ALTO MARON,20010629,4520005,45005036,3965,1
POSTO DE LAVAGEM DAOZINHO,20091002,4520005,47805970,3363,1
POSTO DE LAVAGEM LAVA BEM,20060207,4520005,44001368,3515,1
POSTO DE MEDICAMENTO BAIXAO,20090728,4771701,48770000,3929,1
POSTO DE MEDICAMENTO GOMES,20040227,4771701,44730000,3401,1
POSTO DE MEDICAMENTO JEANNY,20050607,4771701,48960000,3655,1
POSTO DE MEDICAMENTO PEREIRA,19980519,4771701,44750000,3409,1
POSTO DE MEDICAMENTOS,19820714,4771701,45970000,3621,1
POSTO DE MEDICAMENTOS,20110819,4771701,44700000,3651,1
POSTO DE MEDICAMENTOS CONFIANCA,20000606,4789099,47160000,3977,1
POSTO DE MEDICAMENTOS FREITAS,20030206,4771701,44350000,3531,1
POSTO DE MEDICAMENTOS GOES CALMON,19960912,4771701,43700000,3913,1
POSTO DE MEDICAMENTOS GUARANI,20120203,4771701,45980000,3811,1
POSTO DE MEDICAMENTOS LETICIA,19941108,4771701,44345000,3267,1
POSTO DE MEDICAMENTOS MAIS SAUDE,20041130,4771701,44910000,3071,1
POSTO DE MEDICAMENTOS NOVA ESPERANCA,19911031,4771701,46690000,3301,1
POSTO DE MEDICAMENTOS NOVA VIDA,20090708,4771701,45810000,3807,1
POSTO DE MEDICAMENTOS SAO JORGE,20070605,4712100,47450000,3525,1
POSTO DE MEDICAMENTOS SENHOR DO BOMFIN,19920217,4771701,45040970,3965,1
POSTO DE MEDICAMENTOS SILVA,20070503,4771701,48850000,3641,1
POSTO DE MEDICAMENTOS UNIFARMA,19921216,4771701,44245000,3469,5
POSTO DE MEDICAMNETO MANDACARU,20081217,4771701,44620000,3351,1
POSTO DE MOLA SAO JORGE,20100709,4530703,48490000,3575,1
POSTO DE MOLAS FABRINE,20041022,4530703,45700000,3629,1
POSTO DE MOLAS RIO DE ONDAS,20050413,4530703,47806180,3363,1
POSTO DE SAUDE CALIXTO MIDLEJ,19910507,8888888,45602748,3597,5
POSTO DE SAUDE DILSON CORDIER,19910507,8630599,45602748,3597,5
POSTO DE SAUDE MOISES HAGE,19910507,8888888,45601060,3597,5
POSTO DO GORDO,19980706,9609299,45603425,3597,1
POSTO DOIS DE JULHO,20091005,4731800,40320710,3849,5
POSTO DONA MARIA MOTA,20100104,4784900,48904680,3669,5
POSTO E AUTO PECAS S JOAO,19931026,4731800,48705000,1110,3
POSTO ELITE,20110420,4731800,44695000,3083,5
POSTO ESSO 2 DE JULHO,19660906,4731800,45745000,3541,3
POSTO ESTRELA DO NORTE LTDA,20110406,4731800,48760000,3341,3
POSTO EXTREMO SUL,19921223,4731800,45900000,3437,3
POSTO FARMACEUTICO VITORIA,20110427,4771701,48800000,3731,1
POSTO FERRARI,19910619,4731800,45280000,3571,1
POSTO FLUMINENSE,19720908,5510801,45450000,3523,5
POSTO GIRASSOL,19830419,4731800,44790000,3419,3
POSTO GRANDE VALE,20080617,4731800,45490000,3677,3
POSTO INDEPENDENCIA,19660912,4731800,40040340,3849,5
POSTO INTERLAGOS,20050729,4731800,42840000,3413,1
POSTO ITAJAI LTDA,19920604,7020400,41810012,3849,5
POSTO ITAPORA,20040719,4731800,44340000,3747,5
POSTO ITORORO,20100806,4731800,45710000,3643,1
POSTO J. JUNIOR,20020607,4731800,44088455,3515,5
POSTO JAPU,20091109,4731800,48904570,3669,5
POSTO JARDIM IMPERIAL,20081016,4731800,42850000,3087,1
POSTO JOAO DURVAL,20031024,4731800,44003456,3515,5
POSTO JOSE NUNES,20011015,4731800,48790000,3937,5
POSTO JR,19840823,4731800,44720000,3725,3
POSTO JUAZEIRO,20061113,4731800,46130000,3339,3
POSTO JUNIOR,19810710,4731800,44850000,3735,1
POSTO JUNIOR,20110303,4731800,44910000,3071,5
POSTO JUSTINO MOTA,19990705,4731800,48922000,3669,3
POSTO LAPINHA,19990708,4731800,40325220,3849,5
POSTO LAVA RAPIDO DOMINGOS,19980515,5611203,46430000,3533,1
POSTO LIDER,20100722,4731800,45400000,3957,5
POSTO LIVRAMENTO,19861113,4731800,46140000,3691,3
POSTO M M,20051221,4731800,46790000,3601,5
POSTO MACRO,19901018,4731800,41290550,3849,5
POSTO MAR,20050524,4731800,48660000,3453,3
POSTO MARANATA,19990428,4731800,48700000,3909,1
POSTO MARCIO LTDA,19890822,4731800,48400000,3833,1
POSTO METRO E EXPRESS PNEUS,20040219,4731800,40265200,3849,5
POSTO MINAS BAHIA,19840710,4731800,46290000,3737,3
POSTO MIRA SERRA 2,19920722,4731800,45207466,3661,5
POSTO MIRAGEM,20010411,4731800,42700130,3685,5
POSTO MIRASSOL,19880627,4731800,45725000,3857,1
POSTO MORUMBI,20070525,4731800,45700000,3629,3
POSTO MYLENIUM II,20010626,4731800,45200970,3661,5
POSTO N SENHORA D JUDA,19670731,4731800,45825000,3117,5
POSTO NATUBA,19961007,4731800,48460000,3759,5
POSTO NAZARETH I,19991228,4731800,47640000,3863,1
POSTO NORDESTE,20070214,4731800,44001784,3515,5
POSTO NOVA ESPERANCA,20030513,4731800,46380000,3431,5
POSTO OASIS,19860904,4731800,46835000,3011,5
POSTO PARAMIRIM 33,20090130,4731800,46190000,3773,5
POSTO PATAXOS,19990408,4731800,45980000,3811,5
POSTO PAU A PIQUE,20040730,4731800,47300000,3443,3
POSTO PEDRAS,20051214,4731800,48500000,3513,3
POSTO PEREIRA ALVES,19761222,4731800,44715000,3961,3
POSTO PIAUS,20050131,4731800,48850972,3641,3
POSTO PIONEIRO,20080219,4731800,45700000,3629,3
POSTO PITANGUEIRAS,19850617,4731800,42801170,3413,5
POSTO PONTAL,20070927,4731800,46600000,3919,1
POSTO PONTAL MAR AZUL,19830621,4731800,45650780,3573,5
POSTO PONTEIO,19990524,4731800,46280000,3479,1
POSTO PORTAL DA ILHA,19990618,4731800,44570535,3873,5
POSTO PORTO BRASIL - MATRIZ L.E.M.,19990304,4731800,47850000,1112,5
POSTO PORTO SECO,19980521,4731800,41290550,3849,5
POSTO PRECO BOM,20081211,4731800,44695000,3083,5
POSTO PREMIUM,20041026,4731800,45810000,3807,5
POSTO PRESIDENTE,20060915,4731800,44088455,3515,5
POSTO R.E,20110812,4731800,44600000,3581,3
POSTO RADIAL,20110503,4731800,44036331,3515,5
POSTO REAL,20060320,4731800,48520000,3085,5
POSTO RENASCER,20060719,4731800,47350000,3903,1
POSTO RIACHAO,20120524,4731800,45130000,3395,1
POSTO RIBEIRO,19660905,4731800,46650000,3355,3
POSTO RIO VERMELHO,20031024,4731800,41940000,3849,5
POSTO RIVIERA,20040616,4731800,44080850,3515,5
POSTO RODOVIA,19660926,4731800,48500000,3513,3
POSTO SABRINA I,20061114,4731800,46140000,3691,5
POSTO SANTA LUZ,20021211,4731800,44500000,3445,3
POSTO SANTANA,20091027,4731800,47300000,3443,5
POSTO SANTO ANTONIO,19961014,4930203,47820000,3877,5
POSTO SAO BENEDITO,20040707,4731800,45440000,3753,1
POSTO SAO FELIPE,19971029,4731800,45000020,3965,5
POSTO SAO FELIX,20091020,4731800,47665000,3031,5
POSTO SAO JORGE,20020218,4731800,40230731,3849,5
POSTO SAO JOSE DO AVENNA,20081103,4731800,48290000,3619,1
POSTO SAO SEBASTIAO,20010104,4731800,45520000,3715,1
POSTO SAO VICENTE,19941104,4731800,46880000,3595,1
POSTO SENHOR DO BONFIM,20070814,4731800,41204025,3849,5
POSTO SETOR,20060308,4731800,48770000,3929,1
POSTO SHALOM,20091027,4731800,44160000,3921,5
POSTO SHELL PARALELA II,20031024,4731800,41130530,3849,5
POSTO SIGA BEM,19980416,4731800,46900000,3897,5
POSTO SINAL VERDE,19940407,4731800,45051370,3965,1
POSTO SR. DO BOMFIM,20000214,4731800,45880000,3411,5
POSTO SUBAUMA,20050321,4731800,48180000,3509,1
POSTO TANQUINHO,20090814,4731800,44905000,3973,5
POSTO TEUNA,19820315,4731800,45600201,3597,3
POSTO THAY & THI,19921217,4731800,45370000,3585,5
POSTO TRAVESSAO,19861016,4731800,45445000,3415,5
POSTO TREVO,19900712,4731800,42816000,3413,5
POSTO TRIUNFENSE 2,20140515,4731800,48455000,3015,1
POSTO TRIUNFO,20101020,4731800,46650000,3355,1
POSTO TURMALINA,20080417,4731800,46100000,3391,5
POSTO VASCO DA GAMA,19951016,4731800,40240090,3849,5
POSTO VASCO DA GAMA,19930928,4731800,40286000,3849,5
POSTO VEREDA,20040121,4731800,45955000,3051,3
POSTO VITORIA,20041014,4731800,44780000,3335,3
POSTO VITORIA,20081126,4731800,48430000,3777,3
POSTO VITORIA,20100329,4731800,44530000,3891,1
POSTO Z R,20070404,4731800,48680000,3303,1
POSTOS REIS,20100302,4731800,48905680,3669,1
POSTURA ATIVA,20081112,8650004,40280000,3849,1
POTEN CIA,20001211,4120400,42700130,3685,3
POTENCIAL - ENGENHARIA E CONSTRUCOES,20030926,4292802,42850000,3087,5
POTENCIAL AUTO MECANICA,20040429,4520001,47806260,3363,1
POTIGAS,19960726,4784900,45790000,3809,1
POURESLACT,20010919,4729699,44770000,3793,1
POUSADA 3 ESPACO,20111117,5510801,45400000,3957,1
POUSADA A CABANA,20060822,5590699,44190000,3875,1
POUSADA ABARE,19981020,5510801,48680000,3303,1
POUSADA ACONCHEGO,20110912,5510801,45428000,3407,1
POUSADA ACONCHEGO,20120213,5590699,46940000,3771,1
POUSADA AGUA VIVA,19980406,5510801,47810475,3363,1
POUSADA ALDEIA,20110928,5510801,45426000,3407,1
POUSADA ARAUJO,20090212,5510801,47802210,3363,1
POUSADA ATALAIA,20070529,5510801,46810000,3955,1
POUSADA AZEVEDO,19970912,5510801,46140000,3691,1
POUSADA BEMTEVI,20140512,5510801,45818000,3807,1
POUSADA BEU,20050727,5510801,44850000,3735,1
POUSADA BOI VALENTE,20081007,5510801,48890000,3959,1
POUSADA BRANCA,20140603,5510801,45860000,3425,1
POUSADA CAEIRA,19920122,5510801,45420000,3407,1
POUSADA CAPITU IMBASSAI,20080909,5510801,48280000,3721,5
POUSADA CHAUA,19891226,5510801,45810000,3807,1
POUSADA CHIC NCHOC,20110919,5510801,45420000,3407,1
POUSADA COPACABANA,20111013,5590699,45659225,3573,1
POUSADA CORAL DE FOGO,19950901,5510801,45980000,3811,1
POUSADA COSTA SUL,20100810,5510801,45980000,3811,1
POUSADA DA DINDA,19930202,5590603,48280000,3721,1
POUSADA DA NICE,20051117,5611201,48750000,3823,1
POUSADA DA PAZ,19931123,5590603,45530000,3599,1
POUSADA DIVISA,19991021,4729602,47990000,3521,1
POUSADA DO BOSQUE,19920327,5590699,45630000,3611,1
POUSADA DO CACAU,20120116,5510801,45816000,3807,1
POUSADA DO COSTINHA,20011005,5510801,45530000,3599,1
POUSADA DO PILAR,20100309,5510801,40301280,3849,1
POUSADA DO PORTO,20080714,5510801,44430000,3713,1
POUSADA E CHURRASCARIA RECANTO DO SONO,20050107,5510801,45315000,3727,1
POUSADA E CHURRASCARIA VANADIO,20051026,5510801,45360000,3711,1
POUSADA E RESTARANTE CAFARNAUM,20050406,5510801,44880000,3405,1
POUSADA E RESTAURANTE CAPIM SANTO LTDA.,19860902,5510801,45818000,3807,3
POUSADA E RESTAURANTE RECANTO DAS ALGAROBAS,20070710,5510801,46980000,3589,1
POUSADA E RESTAURANTE SABOR DA TERRA,20081212,5611201,43700000,3913,1
POUSADA ECOLOGICA DAS BROMELIAS,19970815,5510801,44850000,3735,3
POUSADA ENCANTO DA LUA,20040511,5510801,45428000,3407,1
POUSADA ESTRELA D'AGUA,19981127,5510801,45818000,3807,5
POUSADA ESTRELAS DE JAKUARA,20000224,5510801,45810000,3807,1
POUSADA EXECUTIVA,20081121,5510801,45880970,3411,1
POUSADA FAROL DO MORRO,19861209,5022002,40010030,3849,1
POUSADA FLAMBOYAN,20041209,5590699,46170000,3835,1
POUSADA LOVE STORY,19990325,5510801,46880000,3595,1
POUSADA LUA DE CRISTAL,20061215,5510803,44024066,3515,1
POUSADA LUAR DAS AGUAS,19981217,5510801,45426000,3407,1
POUSADA MARIA DE FIRMINO,20010118,5510801,45520000,3715,1
POUSADA MARIA MARINHA,20031113,5510801,45530000,3599,1
POUSADA MELO,20110527,5510801,45960000,3723,1
POUSADA MENINA BONITA,20010830,5510801,45360000,3711,1
POUSADA MORADA DO SOL,20070831,5510801,46810000,3955,1
POUSADA N. SENHORA APARECIDA,20050808,5590699,45760000,3695,1
POUSADA NAINAS,20031112,5510802,45530000,3599,1
POUSADA NOVO TEMPO,20100323,5510801,42706710,3685,3
POUSADA OXUMARE,19790205,5510801,44350000,3531,1
POUSADA PARAISO,20100217,5611201,44245000,3469,1
POUSADA PARAISO DAS AGUAS,20110713,5510801,48793000,3937,1
POUSADA PAU BRASIL,19930118,5510801,45810000,3807,5
POUSADA PEDRA DO POLVO,20021022,5510801,45980000,3811,1
POUSADA PIRACANGA,20071204,5590603,45530000,3599,1
POUSADA PORTO DOS CASAIS,20100609,5510801,45530000,3599,5
POUSADA POUSO DA TRILHA,20100604,5510801,46960000,3687,3
POUSADA PRAIA DE IPITANGA TURISMO E CONTABILIDADE,20101111,6920601,41830595,3849,1
POUSADA PRAIA DOS COQUEIROS,20140509,5510801,48300000,3471,1
POUSADA RAMOS,20101130,5510801,45680000,3953,1
POUSADA RANCHO FUNDO,20070813,7990200,42827450,3413,1
POUSADA RIO MUCURI,19910729,5510801,45930000,3741,3
POUSADA RIO PEQUENO,20080401,5510801,46190000,3773,1
POUSADA SANTANA,19980716,5510801,45400000,3957,1
POUSADA SANTO ANTONIO,20080312,5590603,44571125,3873,1
POUSADA SHANGRILA,19910305,5510801,45810000,3807,1
POUSADA SOL DO ATLANTICO,19930930,5590699,45654000,3573,1
POUSADA STELLA TROPICAL,20020207,5510801,41600500,3849,1
POUSADA TROPICAL,20010417,5510801,47650000,3485,1
POUSADA VENTO FORTE,20061214,5590603,44450000,3847,1
POUSADA VILA DO BECO,19930201,6810201,45816000,3807,1
POUSADA RESTAURANTE E BORRACHARIA BAHIA,19870123,4520006,47990000,3521,1
POWER INDUSTRIA QUIMICA E TRANSPORTES,19961210,2029100,43700000,3913,3
POWER MATERIAIS ELETRICOS E HIDRAULICOS,19980824,4742300,45820440,3117,1
POWER MOTOS,20000515,4763603,40221500,3849,1
PP - PARTIDO PROGRESSISTA,19960518,9492800,45740000,3519,5
PP - PARTIDO PROGRESSISTA,20050902,8411600,48601195,3781,5
PP TRUCK CENTER,20050106,4530703,44052032,3515,1
PR,20000403,9492800,46225000,3837,5
PR,20080423,9492800,48350000,3337,5
PR MOVEIS,20090316,4754701,42712750,3685,3
PR SERVICOS LTDA,20070301,6209100,48970000,3901,1
PRA COMECAR,20090205,5620102,44270000,3933,1
PRACARRO,19910430,4530703,45200160,3661,1
PRADISE PARK,19991028,9329899,45810000,3807,5
PRADO ENGENHARIA,20110328,4213800,46900000,3897,1
PRAIA DE ITACIMIRIM,20091112,8112500,42801900,3413,5
PRAISE EMPEENDIMENTOS,20030916,4120400,41502445,3849,1
PRAKASA MOVEIS,20080319,4754701,45200130,3661,1
PRASCON,19920320,6920601,44001408,3515,1
PRATICA CONSTRUTORA,20040325,4313400,47520000,3565,1
PRATO FEITO,20100405,5620104,41321755,3849,1
PRATS EMBALAGEM,20080529,3299099,40251610,3849,1
PRATYC SPORT!S,20030912,9313100,48608240,3781,5
PRB,20070806,9492800,48580000,3785,5
PRB - PARTIDO REPUBLICANO BRASILEIRO,20071003,9492800,48370000,3511,5
PRBA,19891116,9491000,45202290,3661,5
PRE-ESCOLA MUNICIPAL JOSE MARTINS RIOS,20091005,8550301,44023005,3515,5
PRECISION APARELHOS AUDITIVOS,20120109,4773300,45995050,3993,3
PREDILETTA PRESENTES E DECORACOES,20100317,4789001,48110000,3449,1
PREDIO ESCOLAR DEL REY,20021128,9430800,45280000,3571,5
PREFEITURA MUNICIPAL,19860108,8411600,44690000,3995,5
PREFEITURA MUNICIPAL,19900119,8411600,44698000,3033,5
PREFEITURA MUNICIPAL DE FEIRA DA MATA,19900111,8411600,46446000,3275,5
PREFEITURA MUNICIPAL DE IBIASSUCE (BA),19741227,8411600,46390000,3539,5
PREFEITURA MUNICIPAL DE PLANALTO,19741220,8411600,45190000,3801,5
PREGAR,19920102,4744005,44088612,3515,3
PREGUINHOS VAREJISTA,20030710,4711302,47650000,3485,1
PREMIER DESIGN,20081003,4754701,44076822,3515,5
PREMIUM TRANSPORTES,20101108,4929902,41345040,3849,1
PREMOLDADOS PONTE RIO,19910110,2330301,45960000,3723,3
PREMOLDADOS VITA,19660812,2330301,45607000,3597,1
PREMOLIBI LTDA,20090429,2330302,46540000,3551,1
PREMOP,20050304,2330302,48120000,3805,1
PREPARA CURSOS,20120330,8593700,40440360,3849,1
PREPARACAO,20071105,8550302,42800970,3413,1
PREPARACAO DE TERRENO,20090319,161003,46430000,3533,1
PRESENTE COM ARTE,20110222,4781400,45028610,3965,1
PRESENTES ESTRELAS,20030527,4772500,45305000,3505,1
PRESENTES PARA O LAR,20111223,6209100,40140080,3849,1
PRESERV,20020418,8299799,46400000,3403,5
PRESERV COMERCIO E SERVICOS,20090417,4744099,47560000,3389,1
PRESIDENTE DUTRA PREFEITURA GABINETE DO PREFEITO,19741224,8411600,44930000,3813,5
PRESMOL,20060106,4120400,46100000,3391,3
PRESMONTE,20050622,810006,45980000,3811,1
PRESTACON,19960814,4120400,45935000,3741,1
PRESTADORA DE SERVICOS,20140703,4399103,40320590,3849,1
PRESTADORA DE SERVIOS FREITAS,20040308,5611201,47650000,3485,1
PRESTO,19971017,8650001,45545000,3943,5
PRESTSERV,20110627,6920602,45436000,3019,1
PRESTSUL OBRAS E URBANIZACAO,20100820,4213800,45607082,3597,1
PRETO & BRANCO CAFE,20080815,5611201,40015070,3849,1
PRETTY CALCADOS,20010120,1531901,42700130,3685,3
PREV CENTER,20020523,8640205,40375017,3849,3
PREVCLIN,20120515,8630503,45990289,3993,1
PREVCLUB,20050307,7490104,41815320,3849,1
PREVCON,20000417,7119704,45990009,3993,1
PREVENIR,20020205,8630502,45700000,3629,1
PREVENTIVA COMERCIO E SERVICOS DE INFORMATICA,20051003,4751201,41635475,3849,1
PREVI AUDIO EXAMES AUDIOLOGICOS,20080324,4773300,46400000,3403,1
PRIMAVERA,20080723,4712100,48120000,3805,1
PRIMAVERA JOIAS,20101026,4783101,44380000,3495,1
PRIME CONSULTORIA E ACESSORIA,20110311,6822600,45400000,3957,1
PRIME CONSULTORIA E PLANEJAMENTO EMPRESARIAL,20111117,4520001,42701420,3685,1
PRIME EMPREENDIMENTOS,19871125,4110700,44077040,3515,1
PRIME ODONTOLOGIA,20140523,8630504,47630000,3039,1
PRIME SERVICOS E CONSULTORIAS,19930820,8211300,45545000,3943,1
PRIME TRANSPORTES,20110427,4930202,41195550,3849,1
PRIMEIRA IGREJA,19770923,9491000,45450000,3523,5
PRIMEIRA IGREJA BATISTA DE AMARGOSA,19770706,9491000,45300000,3319,5
PRIMEIRA IGREJA BATISTA DE CAPIM GROSSO,19830616,9491000,44695000,3083,5
PRIMEIRA IGREJA BATISTA DO RESGATE,20051129,9491000,41152110,3849,5
PRIMEIRA IGREJA BATISTA EM APUAREMA,20080121,9491000,45355000,3257,5
PRIMEIRA IGREJA BATISTA MISSIONARIA DE LUIS EDUARDO MAG,20110728,9491000,47850000,1112,5
PRIMEIRA IGREJA BATISTA NO KM 100,19940615,9491000,45325000,3385,5
PRIMEIRA OPCAO,20060410,4781400,48990000,3255,1
PRIMEIRO CARTORIO DE PROTESTO DE TITULOS,20120130,6912500,47800121,3363,5
PRIMEIRO PISO REVESTIMENTOS CERAMICOS,20100319,4744099,40355025,3849,3
PRIMEIROS PASSOS,20050128,8511200,44001336,3515,1
PRIMMA SERVICOS,20021127,8111700,42701850,3685,5
PRIMO RH,20120420,8599604,44245000,3469,1
PRIMORE CONSULTORIA,20100621,8599604,45600220,3597,1
PRIMOS GAS E AGUA,20090310,4784900,48770000,3929,1
PRIMOS LTDA,20030507,4120400,45465000,3931,1
PRIMOS MOVEIS,20100811,4754701,45180000,3323,1
PRINCESA,20120515,4721102,48960000,3655,1
PRINCESA TELECOM,20100412,4752100,44002584,3515,1
PRINCESINHA COMERCIO DE PECAS,20070416,4530704,44002753,3515,1
PRINCIPAL MOTOS E TRANSANGELO,19981223,4541206,47850000,1112,1
PRINCIPE DAS CAPAS,20090813,4757100,44001784,3515,1
PRINCIPIOS & PRINCIPIOS,20081217,6920601,41195000,3849,1
PRINTCOPY COPIADORA,19961018,8219901,41820000,3849,3
PRISCILA CABELEIREIRA,20100329,9602501,40375016,3849,1
PRISCILA CRUZ,20140602,9602502,44460000,3623,1
PRISCILA UTILIDADES,20080701,4713002,44900000,3593,1
